State_FIPS_Code,County_FIPS_Code,County,CHSI_State_Name,State,Poverty_%,Poverty,Population_Size,Min_Population_Size,Max_Population_Size,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,Less_than_highschool_diploma,Highschool_diploma_only,college_associate_s_degree,Bachelor_degree_higher,adults_with_less_than_highschool,proper_adults_with_less_than_highschool,adults_highschool,proper_adults_highschool,adults_compl_associate_s_degree,proper_adults_compl_associate_s_degree,adults_bachelor_s_degree_higher,proper_adults_bachelor_s_degree_higher,total,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Median_Household_Income,Med_HH_Income_Percent_of_State_Total
5,61,Howard,Arkansas,AR,15.7,2284.664,14552,7102,22197,12,2.2,77.8,20.7,0.5,0.5,8.8,2008,3217,2458,1297,22.4,22.4,35.8,35.8,27.4,27.4,14.4,14.4,100,6166,5766,400,6.5,6136,5775,361,5.9,6050,5784,266,4.4,37336,90.3
5,63,Independence,Arkansas,AR,14.9,5175.813,34737,29918,51327,13.2,1.6,95.5,2.1,0.4,1,2.5,4468,9680,6972,3681,18,18.01801802,39,39.03903904,28.1,28.12812813,14.8,14.81481481,99.9,15635,14208,1427,9.1,15340,14129,1211,7.9,15600,14554,1046,6.7,41085,99.4
5,65,Izard,Arkansas,AR,18.1,2430.83,13430,7147,20507,18.3,2.6,96.8,1.5,0.8,0.2,1.1,1880,3939,3007,1240,18.7,18.7,39.1,39.1,29.9,29.9,12.3,12.3,100,4948,4515,433,8.8,4871,4500,371,7.6,4988,4646,342,6.9,32744,79.2
5,67,Jackson,Arkansas,AR,20.6,3625.806,17601,6704,22717,12.7,1.9,79.7,19.4,0.3,0.2,1.4,2916,5889,2819,1000,23.1,23.12312312,46.6,46.64664665,22.3,22.32232232,7.9,7.907907908,99.9,6211,5526,685,11,6135,5562,573,9.3,6199,5715,484,7.8,32427,78.4
5,69,Jefferson,Arkansas,AR,20.9,17075.3,81700,54746,94031,11,1.8,46.2,51.9,0.3,0.9,1.2,7723,18428,14612,8407,15.7,15.7,37.5,37.5,29.7,29.7,17.1,17.1,100,30698,27493,3205,10.4,29236,26647,2589,8.9,29115,27005,2110,7.2,35927,86.9
5,71,Johnson,Arkansas,AR,17.1,4111.182,24042,9340,25391,11.9,2,95.7,1.8,0.7,0.7,9.3,3665,6948,3503,2746,21.7,21.7,41.2,41.2,20.8,20.8,16.3,16.3,100,10447,9638,809,7.7,10200,9523,677,6.6,10378,9758,620,6,34923,84.5
5,73,Lafayette,Arkansas,AR,20.5,1645.535,8027,6228,19495,14.2,3.1,63.1,36.1,0.4,0.3,1.6,1145,2241,1114,638,22.3,22.3,43.6,43.6,21.7,21.7,12.4,12.4,100,2714,2449,265,9.8,2638,2429,209,7.9,2634,2426,208,7.9,32225,78
5,75,Lawrence,Arkansas,AR,19,3259.07,17153,6704,22717,14.7,2.7,97.8,0.7,0.6,0.1,0.9,2200,5129,2948,1369,18.9,18.9,44,44,25.3,25.3,11.8,11.8,100,7073,6436,637,9,7019,6504,515,7.3,7034,6594,440,6.3,34916,84.5
5,77,Lee,Arkansas,AR,29.1,3359.595,11545,8756,21398,11.3,2,42.2,57.2,0.2,0.4,2.6,2220,2845,1493,452,31.7,31.7,40.6,40.6,21.3,21.3,6.4,6.4,100,3279,2968,311,9.5,3224,2975,249,7.7,3209,2987,222,6.9,28006,67.8
5,79,Lincoln,Arkansas,AR,23.4,3337.308,14262,10108,25122,10.3,1.8,66.1,32.9,0.4,0.1,1.8,2489,4568,2063,846,25,25,45.8,45.8,20.7,20.7,8.5,8.5,100,4306,3944,362,8.4,4175,3875,300,7.2,4178,3913,265,6.3,37644,91.1
5,81,Little River,Arkansas,AR,15.4,2036.958,13227,8134,24778,14.1,2,76,21.2,1.2,0.2,2,1356,3607,3051,1068,14.9,14.9,39.7,39.7,33.6,33.6,11.8,11.8,100,5646,5212,434,7.7,5491,5127,364,6.6,5626,5308,318,5.7,37691,91.2
5,83,Logan,Arkansas,AR,16.4,3762.816,22944,9226,23786,14,2.1,95.7,1.3,0.7,0.8,1.6,2735,6398,4251,1783,18,18,42.2,42.2,28,28,11.8,11.8,100,9147,8426,721,7.9,8993,8448,545,6.1,9204,8657,547,5.9,36391,88
5,85,Lonoke,Arkansas,AR,10.8,6551.064,60658,28447,55936,9.3,1.1,91.5,6.5,0.5,0.6,2.3,5788,15780,15270,8496,12.8,12.8,34.8,34.8,33.7,33.7,18.7,18.7,100,32429,30427,2002,6.2,32432,30752,1680,5.2,33019,31583,1436,4.3,54459,131.8
5,87,Madison,Arkansas,AR,17,2543.54,14962,7102,22197,12.6,1.8,97.2,0.2,1.2,0.3,3.9,2498,4876,2318,1040,23.3,23.3,45.4,45.4,21.6,21.6,9.7,9.7,100,6781,6383,398,5.9,6901,6563,338,4.9,7176,6894,282,3.9,39158,94.7
5,89,Marion,Arkansas,AR,17.1,2861.685,16735,7147,20507,18.9,2.4,97.7,0.3,0.7,0.2,1,1939,5209,3865,1618,15.4,15.4,41.2,41.2,30.6,30.6,12.8,12.8,100,6442,5940,502,7.8,6474,6062,412,6.4,6533,6177,356,5.4,33181,80.3
5,91,Miller,Arkansas,AR,17.8,7682.836,43162,25732,47941,11.8,1.9,74.5,23.4,0.7,0.4,1.9,4489,11979,9003,3722,15.4,15.41541542,41,41.04104104,30.8,30.83083083,12.7,12.71271271,99.9,19337,18081,1256,6.5,19189,18057,1132,5.9,19710,18684,1026,5.2,40877,98.9
5,93,Mississippi,Arkansas,AR,22.3,10684.153,47911,54746,94031,10.8,1.6,63.9,34.1,0.3,0.4,2.7,6136,10568,8254,3777,21.4,21.4,36.8,36.8,28.7,28.7,13.1,13.1,100,18800,16647,2153,11.5,18903,17139,1764,9.3,18418,16701,1717,9.3,33577,81.2
5,95,Monroe,Arkansas,AR,23.2,2158.064,9302,6228,19495,15,2.6,59.3,39.3,0.2,0.3,1.7,1320,2100,1402,662,24.1,24.07592408,38.3,38.26173826,25.6,25.57442557,12.1,12.08791209,100.1,3087,2813,274,8.9,3064,2855,209,6.8,2993,2805,188,6.3,30682,74.2
5,97,Montgomery,Arkansas,AR,17.3,1604.402,9274,4928,13835,17.3,2.3,97.1,0.6,0.9,0.4,3.7,1238,2548,2070,924,18.3,18.3,37.6,37.6,30.5,30.5,13.6,13.6,100,3381,3093,288,8.5,3318,3050,268,8.1,3261,3033,228,7,34597,83.7
5,99,Nevada,Arkansas,AR,19.3,1843.15,9550,6228,19495,13.5,2.5,66.6,32.7,0.4,0.1,2.2,1086,2402,1674,855,18,18.01801802,39.9,39.93993994,27.8,27.82782783,14.2,14.21421421,99.9,3738,3446,292,7.8,3648,3424,224,6.1,3653,3463,190,5.2,30935,74.8
5,101,Newton,Arkansas,AR,19.9,1681.948,8452,5148,12543,14.1,2.1,98.2,0.2,0.5,0.2,1.2,1135,2664,1481,674,19.1,19.1,44.7,44.7,24.9,24.9,11.3,11.3,100,3452,3210,242,7,3331,3134,197,5.9,3383,3212,171,5.1,35895,86.8
5,103,Ouachita,Arkansas,AR,18.6,5040.972,27102,26383,48687,14,2.4,58.6,40.2,0.2,0.4,1.1,2548,7386,4827,2790,14.5,14.5,42.1,42.1,27.5,27.5,15.9,15.9,100,10143,9149,994,9.8,9862,9064,798,8.1,9902,9246,656,6.6,34971,84.6
5,105,Perry,Arkansas,AR,14.8,1549.264,10468,6796,19677,13.4,1.8,96.3,2,0.9,0.2,1.3,1209,3027,1935,1039,16.8,16.8,42,42,26.8,26.8,14.4,14.4,100,4318,3909,409,9.5,4192,3864,328,7.8,4233,3966,267,6.3,40556,98.1
5,107,Phillips,Arkansas,AR,28.4,6846.388,24107,27269,43226,12.4,1.7,37.3,61.4,0.2,0.5,1.5,3332,3922,4247,1696,25.2,25.2,29.7,29.7,32.2,32.2,12.9,12.9,100,7515,6650,865,11.5,7163,6466,697,9.7,6986,6433,553,7.9,28171,68.2
5,109,Pike,Arkansas,AR,15.6,1721.928,11038,6796,19677,15.3,2.4,94.2,3.9,0.8,0.3,4.9,1511,2801,2385,985,19.7,19.7,36.5,36.5,31,31,12.8,12.8,100,4155,3784,371,8.9,4167,3857,310,7.4,4180,3921,259,6.2,36893,89.3
5,111,Poinsett,Arkansas,AR,20.5,5196.545,25349,9226,23786,12.6,1.5,91.8,7.4,0.2,0.2,1.8,3991,6903,4095,1306,24.5,24.5,42.4,42.4,25.1,25.1,8,8,100,10035,9177,858,8.6,10008,9306,702,7,10241,9657,584,5.7,35851,86.7
5,113,Polk,Arkansas,AR,19.1,3853.616,20176,7147,20507,15.6,2.3,96.5,0.3,1.5,0.3,3.8,2083,5385,4929,1786,14.7,14.68531469,38,37.96203796,34.8,34.76523477,12.6,12.58741259,100.1,8364,7755,609,7.3,8378,7845,533,6.4,8326,7827,499,6,33127,80.1
5,115,Pope,Arkansas,AR,16.5,9335.7,56580,56580,94249,11.4,1.6,94.4,3,0.6,0.8,3.8,6800,13139,11201,8341,17.2,17.2,33.3,33.3,28.4,28.4,21.1,21.1,100,29323,27147,2176,7.4,29335,27474,1861,6.3,29554,27928,1626,5.5,39909,96.6
5,117,Prairie,Arkansas,AR,15.4,1403.402,9113,4171,16344,15.1,2.5,84.8,14.5,0.4,0.2,0.9,1261,2673,1537,632,20.7,20.67932068,43.8,43.75624376,25.2,25.17482517,10.4,10.38961039,100.1,3761,3493,268,7.1,3777,3556,221,5.9,3751,3570,181,4.8,39896,96.5
5,119,Pulaski,Arkansas,AR,15.1,55335.913,366463,296772,505505,10.3,1.5,62.5,34,0.4,1.6,3.1,26591,71905,78298,83296,10.2,10.21021021,27.6,27.62762763,30.1,30.13013013,32,32.03203203,99.9,184642,172446,12196,6.6,182788,172579,10209,5.6,186455,177629,8826,4.7,45698,110.6
5,121,Randolph,Arkansas,AR,17.2,3175.98,18465,6704,22717,14.9,2.3,97.4,1.2,0.6,0.1,1.2,2263,4696,3576,1779,18.4,18.41841842,38.1,38.13813814,29,29.02902903,14.4,14.41441441,99.9,6621,5982,639,9.7,6491,5971,520,8,6183,5725,458,7.4,37761,91.4
5,123,St. Francis,Arkansas,AR,25.2,7031.304,27902,25732,47941,9.9,1.6,48.2,50.5,0.3,0.7,5.2,4275,7023,5325,2218,22.7,22.67732268,37.3,37.26273726,28.3,28.27172827,11.8,11.78821179,100.1,9076,8121,955,10.5,8897,8113,784,8.8,8952,8282,670,7.5,30489,73.8
5,125,Saline,Arkansas,AR,9.4,8571.672,91188,55104,102801,12,1.1,94.8,3.2,0.5,0.7,2,8638,26382,24195,17678,11.2,11.2,34.3,34.3,31.5,31.5,23,23,100,54170,50996,3174,5.9,54083,51429,2654,4.9,55273,52931,2342,4.2,55915,135.3
5,127,Scott,Arkansas,AR,18.9,2107.35,11150,4928,13835,13.4,1.8,95.4,0.5,1.2,2,7,1765,2680,1952,893,24.2,24.2,36.8,36.8,26.8,26.8,12.2,12.2,100,4540,4251,289,6.4,4499,4269,230,5.1,4512,4287,225,5,33202,80.3
5,129,Searcy,Arkansas,AR,21.8,1737.242,7969,4928,13835,16.9,2.9,98,0.2,0.8,0.2,1.1,1213,2303,1526,812,20.7,20.7,39.3,39.3,26.1,26.1,13.9,13.9,100,3091,2842,249,8.1,2966,2775,191,6.4,3056,2878,178,5.8,31765,76.8
5,131,Sebastian,Arkansas,AR,15.4,18287.5,118750,111380,231954,11.1,1.7,85.8,6.3,1.6,3.8,9.6,14634,26576,25476,16404,17.6,17.6,32,32,30.7,30.7,19.7,19.7,100,57513,53173,4340,7.5,56638,53377,3261,5.8,57390,54522,2868,5,39907,96.5
5,133,Sevier,Arkansas,AR,17.8,2929.168,16456,9226,23786,11,1.5,92.4,4.4,2,0.3,26.5,3392,3501,2846,876,32,31.96803197,33,32.96703297,26.8,26.77322677,8.3,8.291708292,100.1,5861,5365,496,8.5,5739,5332,407,7.1,5631,5273,358,6.4,37014,89.5
5,135,Sharp,Arkansas,AR,19.9,3462.003,17397,6704,22717,19.8,3,97,0.9,0.6,0.2,1.4,2278,5272,3445,1310,18.5,18.51851852,42.8,42.84284284,28,28.02802803,10.6,10.61061061,99.9,5955,5368,587,9.9,5915,5408,507,8.6,6004,5575,429,7.1,32101,77.7
5,137,Stone,Arkansas,AR,18.4,2155.744,11716,4928,13835,17.9,1.9,97.7,0.3,0.4,0,1.1,1827,3398,2428,1487,20,19.98001998,37.2,37.16283716,26.6,26.57342657,16.3,16.28371628,100.1,4751,4346,405,8.5,4658,4298,360,7.7,4681,4376,305,6.5,30010,72.6
5,139,Union,Arkansas,AR,17.7,7820.922,44186,26383,48687,13.4,2.4,65.3,33,0.2,0.6,1.7,4782,10182,8095,4847,17.1,17.1,36.5,36.5,29,29,17.4,17.4,100,16420,14990,1430,8.7,16426,15195,1231,7.5,16780,15707,1073,6.4,40841,98.8
5,141,Van Buren,Arkansas,AR,17,2809.93,16529,7147,20507,19.9,3.2,97.1,0.5,0.8,0.3,1.4,2336,5220,3401,1524,18.7,18.71871872,41.8,41.84184184,27.2,27.22722723,12.2,12.21221221,99.9,6424,5794,630,9.8,6396,5872,524,8.2,6458,6009,449,7,32975,79.8
5,143,Washington,Arkansas,AR,13.8,24889.266,180357,113041,246124,8.4,1.1,91.2,2.7,1.4,2.6,12.2,21680,35600,32259,37068,17.1,17.1,28.1,28.1,25.5,25.5,29.3,29.3,100,105642,99914,5728,5.4,109089,104260,4829,4.4,114790,110649,4141,3.6,45589,110.3
5,145,White,Arkansas,AR,15.5,11056.46,71332,62826,98960,11.9,1.8,93.8,4,0.5,0.5,2.6,8566,18298,13594,9463,17.2,17.18281718,36.7,36.66333666,27.2,27.17282717,19,18.98101898,100.1,34714,31967,2747,7.9,34157,31718,2439,7.1,34405,32180,2225,6.5,42044,101.7
5,147,Woodruff,Arkansas,AR,23,1862.54,8098,6228,19495,13.6,2.5,70.4,28.7,0.2,0.2,0.9,1466,2116,947,448,29.5,29.5,42.5,42.5,19,19,9,9,100,3203,2895,308,9.6,3139,2896,243,7.7,3042,2838,204,6.7,29969,72.5
5,149,Yell,Arkansas,AR,15.6,3336.996,21391,6796,19677,12.6,2,95.4,1.5,0.7,1.3,17.1,3660,6016,3117,1734,25.2,25.2,41.4,41.4,21.5,21.5,11.9,11.9,100,8964,8369,595,6.6,8949,8438,511,5.7,9024,8548,476,5.3,37080,89.7
6,1,Alameda,California,CA,10.7,155032.835,1448905,1214361,3635528,9,1.5,56.9,13.8,0.7,24.9,20.3,141489,202150,273891,449445,13.3,13.3,18.9,18.9,25.7,25.7,42.1,42.1,100,804765,746605,58160,7.2,812827,765645,47182,5.8,824809,785676,39133,4.7,76996,124.3
6,3,Alpine,California,CA,13.1,151.829,1159,577,9328,11,0.8,80.1,0.7,18.6,0.4,8.5,72,247,266,257,8.6,8.6,29.3,29.3,31.6,31.6,30.5,30.5,100,527,476,51,9.7,513,471,42,8.2,520,479,41,7.9,53003,85.6
6,5,Amador,California,CA,9.2,3539.332,38471,28191,56200,15.4,2.4,91.2,4.1,1.6,1.5,9.5,3344,7910,11602,5877,11.6,11.6,27.5,27.5,40.4,40.4,20.5,20.5,100,14484,12991,1493,10.3,14432,13236,1196,8.3,14404,13448,956,6.6,54610,88.2
6,7,Butte,California,CA,15.8,33841.23,214185,111380,231954,12.2,2.7,89.2,1.6,1.9,4.2,11.6,17084,33390,55841,35508,12,12.01201201,23.5,23.52352352,39.4,39.43943944,25,25.02502503,99.9,101993,91488,10505,10.3,101831,93044,8787,8.6,101731,94397,7334,7.2,42302,68.3
6,9,Calaveras,California,CA,9.7,4546.487,46871,28666,49149,15.1,2.1,93.6,1,1.7,1.3,8.6,2524,9077,14942,7080,7.5,7.5,27,27,44.4,44.4,21.1,21.1,100,20304,18288,2016,9.9,20363,18736,1627,8,20614,19284,1330,6.5,53321,86.1
6,11,Colusa,California,CA,13,2742.35,21095,8134,24778,11.2,1.9,93.5,1,2.4,2.5,49.1,4151,3247,3950,1896,31.3,31.33133133,24.5,24.52452452,29.8,29.82982983,14.3,14.31431431,99.9,11320,9179,2141,18.9,11149,9213,1936,17.4,11193,9475,1718,15.3,48006,77.5
6,13,Contra Costa,California,CA,7.5,76334.025,1017787,596666,940807,9.7,1.7,72.7,9.6,0.7,13.5,20.7,80627,137565,223328,287586,11.1,11.1,18.9,18.9,30.6,30.6,39.4,39.4,100,539311,498891,40420,7.5,542777,509363,33414,6.2,549948,522418,27530,5,80338,129.7
6,15,Del Norte,California,CA,18.6,5339.13,28705,27269,43226,10.9,1.8,83.3,4.6,6.1,2.9,14.9,3475,6132,6640,3103,18,18,31.7,31.7,34.3,34.3,16,16,100,10354,9129,1225,11.8,9989,8985,1004,10.1,9915,9062,853,8.6,41419,66.9
6,17,El Dorado,California,CA,7.5,13263.075,176841,126158,268187,10.3,1.4,92.5,0.9,1,3.2,10.3,9514,27961,49358,41005,7.4,7.4,21.9,21.9,38.6,38.6,32.1,32.1,100,88812,81263,7549,8.5,88421,82266,6155,7,89121,84070,5051,5.7,70235,113.4
6,19,Fresno,California,CA,20.6,180782.304,877584,550521,928032,8.3,1.4,81.4,5.7,1.9,9,46.4,150701,127519,174875,109613,26.8,26.77322677,22.7,22.67732268,31.1,31.06893107,19.5,19.48051948,100.1,438966,380788,58178,13.3,440789,389842,50947,11.6,444168,398906,45262,10.2,43338,70
6,21,Glenn,California,CA,15.2,4219.368,27759,27640,49369,10.5,1.9,92.5,0.9,2.2,3,32.4,4387,4939,5673,2797,24.7,24.67532468,27.8,27.77222777,31.9,31.86813187,15.7,15.68431568,100.1,13021,11446,1575,12.1,12876,11507,1369,10.6,13110,11965,1145,8.7,43755,70.7
6,23,Humboldt,California,CA,15.6,20026.656,128376,111380,231954,10.7,1.9,87.5,1.1,5.4,2.1,7.4,8772,23537,33582,24995,9.7,9.7,25.9,25.9,36.9,36.9,27.5,27.5,100,63221,58091,5130,8.1,62732,58558,4174,6.7,62633,59108,3525,5.6,40581,65.5
6,25,Imperial,California,CA,19.8,30852.954,155823,125339,247571,9.1,1.2,90.6,4.2,1.9,2.6,75.1,36928,23192,31664,14204,34.8,34.8,21.9,21.9,29.9,29.9,13.4,13.4,100,78454,58816,19638,25,78674,59814,18860,24,78910,59965,18945,24,38737,62.6
6,27,Inyo,California,CA,10.6,1924.536,18156,1935,7721,15.5,2.6,86.2,0.4,10,1.4,15.9,1570,4354,4501,2835,11.8,11.81181181,32.8,32.83283283,33.9,33.93393393,21.4,21.42142142,99.9,9412,8675,737,7.8,9266,8635,631,6.8,9181,8646,535,5.8,49267,79.6
6,29,Kern,California,CA,18.2,137742.15,756825,550521,928032,7.8,1.1,85.8,6.2,1.7,4.2,43.6,136969,133544,159077,76887,27,27,26.4,26.4,31.4,31.4,15.2,15.2,100,394387,348069,46318,11.7,394795,353781,41014,10.4,393764,353552,40212,10.2,47451,76.6
6,31,Kings,California,CA,18.2,26102.44,143420,125339,247571,6.4,0.9,84.3,8.5,2,3.5,46.6,26709,23091,30674,11444,29.1,29.07092907,25.1,25.07492507,33.4,33.36663337,12.5,12.48751249,100.1,58339,50512,7827,13.4,57773,50901,6872,11.9,58354,52234,6120,10.5,44490,71.8
6,33,Lake,California,CA,14.8,9641.756,65147,57558,94198,13.8,2.4,90.9,2.2,3.1,1.3,14.5,6979,13004,18544,7444,15.2,15.2,28.3,28.3,40.3,40.3,16.2,16.2,100,29330,26133,3197,10.9,29453,26824,2629,8.9,29140,26905,2235,7.7,36333,58.7
6,35,Lassen,California,CA,14.9,5177.899,34751,29918,51327,7.7,1.2,84.3,9.5,3.1,1.4,14.9,4988,6645,9506,3125,20.6,20.57942058,27.4,27.37262737,39.2,39.16083916,12.9,12.88711289,100.1,11032,9862,1170,10.6,10881,9892,989,9.1,10891,10099,792,7.3,49995,80.7
6,37,Los Angeles,California,CA,17.7,1758579.075,9935475,1214361,3635528,8.7,1.4,74.1,9.7,1.1,13.4,46.4,1520243,1347268,1728972,1961263,23.2,23.2,20.5,20.5,26.4,26.4,29.9,29.9,100,4979007,4494379,484628,9.7,5025850,4611509,414341,8.2,5011707,4674847,336860,6.7,55686,89.9
6,39,Madera,California,CA,18.9,26986.932,142788,125339,247571,9.4,1.3,88.6,4.4,3.1,2.2,47.9,28670,22190,30369,12662,30.5,30.53053053,23.6,23.62362362,32.3,32.33233233,13.5,13.51351351,99.9,62413,54562,7851,12.6,62163,55212,6951,11.2,60566,54209,6357,10.5,43171,69.7
6,41,Marin,California,CA,7.3,18028.08,246960,119015,235272,12.3,2.3,88.7,3.1,0.6,5.5,12.4,14110,23040,48100,103340,7.5,7.5,12.2,12.2,25.5,25.5,54.8,54.8,100,138706,131541,7165,5.2,139613,133669,5944,4.3,141123,136124,4999,3.5,94549,152.7
6,43,Mariposa,California,CA,11.3,2041.797,18069,3810,15896,15.2,2.2,92.3,1.1,3.1,1.1,9.6,1507,3826,5251,3056,11,11.01101101,28,28.02802803,38.5,38.53853854,22.4,22.42242242,99.9,8249,7381,868,10.5,8136,7425,711,8.7,8084,7501,583,7.2,47781,77.2
6,45,Mendocino,California,CA,14.6,12871.506,88161,56580,94249,11.7,2,90.3,0.8,4.8,1.7,19.2,8632,16137,22575,13772,14.1,14.11411411,26.4,26.42642643,36.9,36.93693694,22.5,22.52252252,99.9,40936,37517,3419,8.4,40620,37783,2837,7,40207,37853,2354,5.9,42840,69.2
6,47,Merced,California,CA,18.2,43990.492,241706,125339,247571,7.7,1.1,85.4,4.1,1.6,6.8,50.8,48072,37830,44805,19585,32,32,25.2,25.2,29.8,29.8,13,13,100,114903,98250,16653,14.5,114974,100248,14726,12.8,115086,102023,13063,11.4,43818,70.8
6,49,Modoc,California,CA,16.5,1571.46,9524,1218,9524,16.2,2.2,92.9,0.8,4,0.7,11.9,907,1824,2791,1253,13.4,13.4,26.9,26.9,41.2,41.2,18.5,18.5,100,3512,3081,431,12.3,3386,3039,347,10.2,3276,2989,287,8.8,39172,63.3
6,51,Mono,California,CA,8.7,1088.283,12509,765,16949,7.6,0.5,94.6,0.6,2.5,1.4,22.6,1519,1682,3260,3219,15.7,15.68431568,17.4,17.38261738,33.7,33.66633367,33.3,33.26673327,100.1,8388,7674,714,8.5,8289,7706,583,7,8336,7824,512,6.1,59181,95.6
6,53,Monterey,California,CA,13.7,56458.248,412104,296772,505505,8.5,1.4,85.5,3.8,1.3,7.1,50.1,76462,55991,71949,61432,28.8,28.77122877,21.1,21.07892108,27.1,27.07292707,23.1,23.07692308,100.1,216909,194552,22357,10.3,218985,199216,19769,9,221383,203508,17875,8.1,57428,92.7
6,55,Napa,California,CA,7.9,10488.356,132764,125578,226514,12.1,2.4,89.3,2,1,5.6,27.3,16458,18321,30278,30483,17.2,17.2,19.2,19.2,31.7,31.7,31.9,31.9,100,72983,67933,5050,6.9,73838,69668,4170,5.6,74752,71310,3442,4.6,71063,114.8
6,57,Nevada,California,CA,8.3,8166.702,98394,52773,97206,14.6,2.4,95.6,0.4,0.9,1.1,6.7,4218,15295,29950,24148,5.7,5.7,20.8,20.8,40.7,40.7,32.8,32.8,100,48287,44377,3910,8.1,48130,44982,3148,6.5,48444,45800,2644,5.5,57118,92.2
6,59,Orange,California,CA,10.6,316735.632,2988072,1214361,3635528,9.1,1.4,78.9,1.9,0.9,16.2,32.1,326712,363344,591148,762531,16,16,17.8,17.8,28.9,28.9,37.3,37.3,100,1569150,1465887,103263,6.6,1578158,1491776,86382,5.5,1597071,1525564,71507,4.5,76061,122.8
6,61,Placer,California,CA,5.9,18704.652,317028,126158,268187,12.1,1.9,90.2,1.3,0.9,4.9,10.5,14912,49004,95457,88426,6,6,19.8,19.8,38.5,38.5,35.7,35.7,100,176261,162665,13596,7.7,176501,165469,11032,6.3,178176,169188,8988,5,75689,122.2
6,63,Plumas,California,CA,10.1,2169.177,21477,6176,25119,16.3,2.2,94.1,0.8,2.4,0.7,5.9,1487,3438,6393,3325,10.2,10.18981019,23.5,23.47652348,43.7,43.65634366,22.7,22.67732268,100.1,8276,7132,1144,13.8,8146,7208,938,11.5,7946,7123,823,10.4,47964,77.5
6,65,Riverside,California,CA,12.3,239409.537,1946419,1214361,3635528,9.8,1.7,84.5,6.5,1.4,5.2,40.5,285309,360402,472045,293067,20.2,20.2,25.5,25.5,33.5,33.5,20.8,20.8,100,998824,899944,98880,9.9,1016965,933791,83174,8.2,1035178,965533,69645,6.7,56877,91.8
